match_id,map_name,team,p1,p2,p3,p4,p5,p6
10348,Volskaya Industries,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10349,Nepal,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10349,Nepal,London Spitfire,Bdosin,Fury,Gesture,Hooreg,NUS,Profit
10349,Numbani,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10349,Numbani,London Spitfire,Bdosin,Birdring,Gesture,NUS,Profit,WooHyaL
10349,Route 66,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10349,Route 66,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Profit
10349,Volskaya Industries,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10349,Volskaya Industries,London Spitfire,Birdring,Closer,Fury,Gesture,HaGoPeun,Profit
10350,Ilios,Houston Outlaws,Boink,Jake,LiNkzr,Muma,Rawkus,coolmatt
10350,Ilios,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10350,Junkertown,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10350,Junkertown,Philadelphia Fusion,Boombox,Poko,ShaDowBurn,carpe,fragi,neptuNo
10350,Numbani,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10350,Numbani,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10350,Oasis,Houston Outlaws,Boink,Jake,LiNkzr,Muma,Rawkus,coolmatt
10350,Oasis,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10350,Volskaya Industries,Houston Outlaws,Bani,FCTFCTN,Jake,LiNkzr,Rawkus,coolmatt
10350,Volskaya Industries,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10351,Ilios,Dallas Fuel,EFFECT,HarryHook,Mickie,OGE,Taimou,uNKOE
10351,Ilios,Los Angeles Valiant,Agilities,Custa,Fate,KariV,SPACE,SoOn
10351,Numbani,Dallas Fuel,EFFECT,HarryHook,Mickie,OGE,aKm,uNKOE
10351,Numbani,Los Angeles Valiant,Agilities,Custa,Fate,KariV,SPACE,SoOn
10351,Route 66,Dallas Fuel,EFFECT,HarryHook,Mickie,OGE,Rascal,uNKOE
10351,Route 66,Los Angeles Valiant,Bunny,Custa,Fate,KariV,SPACE,SoOn
10351,Volskaya Industries,Dallas Fuel,EFFECT,HarryHook,Mickie,OGE,aKm,uNKOE
10351,Volskaya Industries,Los Angeles Valiant,Bunny,Custa,Fate,KariV,SPACE,SoOn
10352,Ilios,San Francisco Shock,Architect,Nevix,Nomy,moth,sinatraa,sleepy
10352,Ilios,Shanghai Dragons,Ado,Diya,FEARLESS,Fiveking,Freefeel,Geguri
10352,Junkertown,San Francisco Shock,Architect,Danteh,Nevix,Nomy,moth,sleepy
10352,Junkertown,Shanghai Dragons,Ado,Diya,FEARLESS,Fiveking,Freefeel,Geguri
10352,Numbani,San Francisco Shock,Architect,Danteh,Nevix,Nomy,moth,sleepy
10352,Numbani,Shanghai Dragons,Ado,Diya,FEARLESS,Fiveking,Freefeel,Geguri
10352,Temple of Anubis,San Francisco Shock,Danteh,Nevix,Nomy,moth,sinatraa,sleepy
10352,Temple of Anubis,Shanghai Dragons,Ado,Diya,FEARLESS,Fiveking,Freefeel,Geguri
10353,Blizzard World,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10353,Blizzard World,Seoul Dynasty,Gambler,Miro,Munchkin,Wekeed,ZUNBA,ryujehong
10353,Junkertown,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10353,Junkertown,Seoul Dynasty,Gambler,Miro,Munchkin,Wekeed,ZUNBA,ryujehong
10353,Nepal,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10353,Nepal,Seoul Dynasty,Gambler,Miro,Munchkin,Wekeed,ZUNBA,ryujehong
10353,Oasis,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10353,Oasis,Seoul Dynasty,Gambler,Miro,Munchkin,Wekeed,ZUNBA,ryujehong
10353,Temple of Anubis,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10353,Temple of Anubis,Seoul Dynasty,Fleta,Gambler,Miro,Wekeed,ZUNBA,ryujehong
10354,Blizzard World,London Spitfire,Birdring,Closer,Gesture,HaGoPeun,Profit,WooHyaL
10354,Blizzard World,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10354,Ilios,London Spitfire,Bdosin,Closer,Gesture,Hooreg,Profit,WooHyaL
10354,Ilios,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10354,Junkertown,London Spitfire,Bdosin,Closer,Gesture,Hooreg,Profit,WooHyaL
10354,Junkertown,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10354,Oasis,London Spitfire,Bdosin,Closer,Gesture,Hooreg,Profit,WooHyaL
10354,Oasis,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10354,Temple of Anubis,London Spitfire,Bdosin,Birdring,Fury,Gesture,NUS,Profit
10354,Temple of Anubis,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10355,Blizzard World,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10355,Blizzard World,New York Excelsior,ArK,JJonak,Janus,MekO,Pine,SAEBYEOLBE
10355,Nepal,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10355,Nepal,New York Excelsior,Anamo,JJonak,Libero,Mano,MekO,SAEBYEOLBE
10355,Oasis,Houston Outlaws,Boink,Jake,LiNkzr,Muma,Rawkus,coolmatt
10355,Oasis,New York Excelsior,ArK,JJonak,Mano,MekO,Pine,SAEBYEOLBE
10355,Route 66,Houston Outlaws,Bani,FCTFCTN,Jake,LiNkzr,Rawkus,coolmatt
10355,Route 66,New York Excelsior,ArK,JJonak,Mano,MekO,Pine,SAEBYEOLBE
10355,Volskaya Industries,Houston Outlaws,Bani,FCTFCTN,Jake,LiNkzr,Rawkus,coolmatt
10355,Volskaya Industries,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10356,Blizzard World,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10356,Blizzard World,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10356,Junkertown,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10356,Junkertown,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10356,Nepal,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10356,Nepal,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10356,Oasis,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10356,Oasis,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10356,Temple of Anubis,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10356,Temple of Anubis,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10357,Ilios,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Shaz,silkthread
10357,Ilios,Los Angeles Valiant,Agilities,Custa,Fate,KariV,SPACE,SoOn
10357,Junkertown,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10357,Junkertown,Los Angeles Valiant,Agilities,Custa,Fate,KariV,SPACE,SoOn
10357,Numbani,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Shaz,Surefour
10357,Numbani,Los Angeles Valiant,Agilities,Bunny,Custa,Fate,KariV,SPACE
10357,Oasis,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Hydration,Shaz
10357,Oasis,Los Angeles Valiant,Agilities,Bunny,Custa,Fate,KariV,SPACE
10357,Temple of Anubis,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10357,Temple of Anubis,Los Angeles Valiant,Agilities,Custa,Fate,KariV,SPACE,SoOn
10358,Blizzard World,Dallas Fuel,EFFECT,HarryHook,OGE,Seagull,aKm,uNKOE
10358,Blizzard World,San Francisco Shock,Architect,Danteh,Nevix,moth,sleepy,super
10358,Junkertown,Dallas Fuel,EFFECT,HarryHook,OGE,Seagull,Taimou,uNKOE
10358,Junkertown,San Francisco Shock,Architect,Danteh,Nevix,Nomy,moth,super
10358,Nepal,Dallas Fuel,EFFECT,HarryHook,OGE,Seagull,Taimou,uNKOE
10358,Nepal,San Francisco Shock,Danteh,Nevix,moth,sinatraa,sleepy,super
10358,Temple of Anubis,Dallas Fuel,EFFECT,HarryHook,OGE,Seagull,aKm,uNKOE
10358,Temple of Anubis,San Francisco Shock,Architect,Danteh,Nevix,moth,sleepy,super
10359,Blizzard World,Seoul Dynasty,Fleta,Gido,Miro,Munchkin,tobi,xepheR
10359,Blizzard World,Shanghai Dragons,Ado,Diya,FEARLESS,Fiveking,Freefeel,Geguri
10359,Ilios,Seoul Dynasty,Fleta,Gido,KuKi,Munchkin,ZUNBA,tobi
10359,Ilios,Shanghai Dragons,Ado,Diya,FEARLESS,Fiveking,Freefeel,Geguri
10359,Route 66,Seoul Dynasty,Fleta,Gido,Miro,Munchkin,ZUNBA,tobi
10359,Route 66,Shanghai Dragons,Ado,Diya,FEARLESS,Fiveking,Freefeel,Geguri
10359,Volskaya Industries,Seoul Dynasty,Fleta,Gido,Miro,Munchkin,tobi,xepheR
10359,Volskaya Industries,Shanghai Dragons,Ado,Diya,FEARLESS,Fiveking,Freefeel,Geguri
10360,Blizzard World,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10360,Blizzard World,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10360,Ilios,Florida Mayhem,Logix,Manneten,SNT,Zebbosai,Zuppeh,sayaplayer
10360,Ilios,Houston Outlaws,Boink,Clockwork,LiNkzr,Muma,Rawkus,coolmatt
10360,Junkertown,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10360,Junkertown,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10360,Temple of Anubis,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10360,Temple of Anubis,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10361,Ilios,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10361,Ilios,London Spitfire,Closer,Fury,Gesture,HaGoPeun,Hooreg,Profit
10361,Junkertown,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10361,Junkertown,London Spitfire,Bdosin,Gesture,Hooreg,NUS,Profit,WooHyaL
10361,Numbani,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10361,Numbani,London Spitfire,Closer,Fury,Gesture,HaGoPeun,Hooreg,Profit
10361,Oasis,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10361,Oasis,London Spitfire,Bdosin,Gesture,Hooreg,NUS,Profit,WooHyaL
10361,Temple of Anubis,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10361,Temple of Anubis,London Spitfire,Closer,Fury,Gesture,HaGoPeun,Hooreg,Profit
10362,Ilios,New York Excelsior,Anamo,JJonak,Mano,MekO,Pine,SAEBYEOLBE
10362,Ilios,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10362,Junkertown,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,Pine
10362,Junkertown,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10362,Numbani,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10362,Numbani,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10362,Oasis,New York Excelsior,ArK,JJonak,Mano,MekO,Pine,SAEBYEOLBE
10362,Oasis,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10362,Temple of Anubis,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10362,Temple of Anubis,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10363,Blizzard World,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10363,Blizzard World,San Francisco Shock,Architect,Danteh,Nevix,moth,sleepy,super
10363,Nepal,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10363,Nepal,San Francisco Shock,Danteh,Nevix,moth,sinatraa,sleepy,super
10363,Route 66,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10363,Route 66,San Francisco Shock,Architect,Nevix,moth,sinatraa,sleepy,super
10363,Volskaya Industries,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10363,Volskaya Industries,San Francisco Shock,Architect,Nevix,moth,sinatraa,sleepy,super
10364,Blizzard World,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10364,Blizzard World,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Freefeel,Geguri
10364,Nepal,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10364,Nepal,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Freefeel,Geguri
10364,Route 66,Florida Mayhem,Logix,Manneten,SNT,Zebbosai,Zuppeh,sayaplayer
10364,Route 66,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Freefeel,Geguri
10364,Volskaya Industries,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10364,Volskaya Industries,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Freefeel,Geguri
10365,Blizzard World,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10365,Blizzard World,Seoul Dynasty,Fleta,Gido,Miro,Munchkin,tobi,xepheR
10365,Nepal,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10365,Nepal,Seoul Dynasty,Fleta,Gido,Miro,Munchkin,ZUNBA,tobi
10365,Route 66,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10365,Route 66,Seoul Dynasty,Fleta,Gido,Miro,Munchkin,ZUNBA,tobi
10365,Volskaya Industries,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10365,Volskaya Industries,Seoul Dynasty,Fleta,Gido,Miro,Munchkin,tobi,xepheR
10366,Blizzard World,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10366,Blizzard World,Los Angeles Valiant,Bunny,Custa,Fate,KariV,SPACE,SoOn
10366,Nepal,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10366,Nepal,Los Angeles Valiant,Agilities,Custa,Fate,KariV,SPACE,SoOn
10366,Oasis,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10366,Oasis,Los Angeles Valiant,Agilities,Bunny,Custa,Fate,KariV,SPACE
10366,Route 66,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10366,Route 66,Los Angeles Valiant,Bunny,Custa,Fate,KariV,SPACE,SoOn
10366,Volskaya Industries,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10366,Volskaya Industries,Los Angeles Valiant,Agilities,Bunny,Custa,Fate,KariV,SPACE
10367,Blizzard World,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10367,Blizzard World,New York Excelsior,Anamo,JJonak,Janus,MekO,Pine,SAEBYEOLBE
10367,Ilios,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10367,Ilios,New York Excelsior,Anamo,JJonak,Mano,MekO,Pine,SAEBYEOLBE
10367,Junkertown,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10367,Junkertown,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,Pine
10367,Oasis,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Hydration,Shaz
10367,Oasis,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,SAEBYEOLBE
10367,Temple of Anubis,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10367,Temple of Anubis,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10368,Blizzard World,Dallas Fuel,Chipshajen,EFFECT,HarryHook,Mickie,OGE,aKm
10368,Blizzard World,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10368,Ilios,Dallas Fuel,Chipshajen,EFFECT,HarryHook,Mickie,OGE,aKm
10368,Ilios,Houston Outlaws,Boink,Clockwork,LiNkzr,Muma,Rawkus,coolmatt
10368,Route 66,Dallas Fuel,Chipshajen,EFFECT,HarryHook,Mickie,OGE,aKm
10368,Route 66,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10368,Volskaya Industries,Dallas Fuel,Chipshajen,EFFECT,HarryHook,Mickie,OGE,aKm
10368,Volskaya Industries,Houston Outlaws,Bani,FCTFCTN,Jake,LiNkzr,Rawkus,coolmatt
10369,Ilios,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10369,Ilios,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Geguri,Sky
10369,Numbani,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10369,Numbani,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Geguri,Sky
10369,Route 66,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10369,Route 66,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Geguri,Sky
10369,Volskaya Industries,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10369,Volskaya Industries,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Freefeel,Geguri
10370,Blizzard World,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10370,Blizzard World,Los Angeles Valiant,Bunny,Custa,Fate,KSF,KariV,SPACE
10370,Junkertown,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10370,Junkertown,Los Angeles Valiant,Agilities,Custa,Fate,KariV,SPACE,SoOn
10370,Nepal,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10370,Nepal,Los Angeles Valiant,Agilities,Custa,Fate,KariV,SPACE,SoOn
10370,Temple of Anubis,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10370,Temple of Anubis,Los Angeles Valiant,Agilities,Custa,Fate,KariV,SPACE,SoOn
10371,Ilios,Dallas Fuel,HarryHook,Mickie,OGE,Taimou,aKm,uNKOE
10371,Ilios,Florida Mayhem,Logix,Manneten,SNT,TviQ,Zebbosai,Zuppeh
10371,Junkertown,Dallas Fuel,HarryHook,Mickie,Seagull,Taimou,cocco,uNKOE
10371,Junkertown,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10371,Numbani,Dallas Fuel,HarryHook,Mickie,OGE,Taimou,aKm,uNKOE
10371,Numbani,Florida Mayhem,Logix,Manneten,SNT,TviQ,Zebbosai,Zuppeh
10371,Temple of Anubis,Dallas Fuel,HarryHook,Mickie,Seagull,Taimou,cocco,uNKOE
10371,Temple of Anubis,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10372,Blizzard World,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10372,Blizzard World,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Hydration,Shaz,Surefour
10372,Ilios,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10372,Ilios,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Shaz,Surefour
10372,Oasis,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10372,Oasis,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Hydration,Shaz
10372,Route 66,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10372,Route 66,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Shaz,Surefour
10372,Volskaya Industries,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10372,Volskaya Industries,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Shaz,Surefour
10373,Junkertown,New York Excelsior,ArK,JJonak,Libero,Mano,MekO,Pine
10373,Junkertown,San Francisco Shock,Architect,Danteh,Nevix,Nomy,moth,super
10373,Nepal,New York Excelsior,Anamo,JJonak,Libero,Mano,MekO,SAEBYEOLBE
10373,Nepal,San Francisco Shock,Architect,Danteh,Nevix,moth,sleepy,super
10373,Numbani,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10373,Numbani,San Francisco Shock,Architect,Danteh,Nevix,moth,sleepy,super
10373,Temple of Anubis,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10373,Temple of Anubis,San Francisco Shock,Architect,Danteh,Nevix,moth,sleepy,super
10374,Blizzard World,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10374,Blizzard World,Seoul Dynasty,Fleta,Miro,Munchkin,ryujehong,tobi,xepheR
10374,Nepal,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10374,Nepal,Seoul Dynasty,Fleta,Miro,Munchkin,ryujehong,tobi,xepheR
10374,Oasis,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10374,Oasis,Seoul Dynasty,Fleta,Miro,Munchkin,ryujehong,tobi,xepheR
10374,Route 66,Philadelphia Fusion,Boombox,Poko,carpe,fragi,neptuNo,snillo
10374,Route 66,Seoul Dynasty,Fleta,Miro,Munchkin,ryujehong,tobi,xepheR
10374,Temple of Anubis,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10374,Temple of Anubis,Seoul Dynasty,Miro,Munchkin,Wekeed,ryujehong,tobi,xepheR
10375,Blizzard World,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10375,Blizzard World,Dallas Fuel,HarryHook,Mickie,OGE,Taimou,aKm,uNKOE
10375,Ilios,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10375,Ilios,Dallas Fuel,HarryHook,Mickie,OGE,Taimou,aKm,uNKOE
10375,Junkertown,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10375,Junkertown,Dallas Fuel,HarryHook,Mickie,Seagull,Taimou,cocco,uNKOE
10375,Temple of Anubis,Boston Uprising,Gamsu,Kellex,Mistakes,Neko,NotE,STRIKER
10375,Temple of Anubis,Dallas Fuel,HarryHook,Mickie,Seagull,Taimou,cocco,uNKOE
10376,Ilios,Houston Outlaws,Boink,Clockwork,LiNkzr,Muma,Rawkus,coolmatt
10376,Ilios,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Shaz,Surefour
10376,Numbani,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10376,Numbani,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Shaz,Surefour
10376,Oasis,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10376,Oasis,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Hydration,Shaz
10376,Route 66,Houston Outlaws,Bani,Jake,LiNkzr,Muma,Rawkus,coolmatt
10376,Route 66,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Shaz,Surefour
10376,Volskaya Industries,Houston Outlaws,Bani,FCTFCTN,Jake,LiNkzr,Rawkus,coolmatt
10376,Volskaya Industries,Los Angeles Gladiators,Asher,BigG00se,Bischu,Fissure,Shaz,Surefour
10377,Ilios,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10377,Ilios,Los Angeles Valiant,Agilities,Bunny,Custa,Fate,KariV,SPACE
10377,Junkertown,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10377,Junkertown,Los Angeles Valiant,Agilities,Custa,Fate,KariV,SPACE,SoOn
10377,Numbani,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10377,Numbani,Los Angeles Valiant,Agilities,Bunny,Custa,Fate,KariV,SPACE
10377,Volskaya Industries,Florida Mayhem,Manneten,SNT,TviQ,Zebbosai,Zuppeh,sayaplayer
10377,Volskaya Industries,Los Angeles Valiant,Bunny,Custa,Fate,KariV,SPACE,SoOn
10378,Ilios,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10378,Ilios,San Francisco Shock,Architect,Nevix,moth,sinatraa,sleepy,super
10378,Numbani,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10378,Numbani,San Francisco Shock,Architect,Danteh,Nevix,moth,sleepy,super
10378,Route 66,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10378,Route 66,San Francisco Shock,Architect,Nevix,moth,sinatraa,sleepy,super
10378,Volskaya Industries,London Spitfire,Bdosin,Closer,Fury,Gesture,Hooreg,Profit
10378,Volskaya Industries,San Francisco Shock,Architect,Nevix,moth,sinatraa,sleepy,super
10379,Ilios,New York Excelsior,Anamo,JJonak,Mano,MekO,Pine,SAEBYEOLBE
10379,Ilios,Seoul Dynasty,Fleta,Miro,Munchkin,ryujehong,tobi,xepheR
10379,Numbani,New York Excelsior,ArK,JJonak,Janus,Libero,MekO,SAEBYEOLBE
10379,Numbani,Seoul Dynasty,Fleta,Miro,Munchkin,ryujehong,tobi,xepheR
10379,Route 66,New York Excelsior,ArK,JJonak,Mano,MekO,Pine,SAEBYEOLBE
10379,Route 66,Seoul Dynasty,Fleta,Miro,Munchkin,ryujehong,tobi,xepheR
10379,Volskaya Industries,New York Excelsior,ArK,JJonak,Mano,MekO,Pine,SAEBYEOLBE
10379,Volskaya Industries,Seoul Dynasty,Fleta,Miro,Munchkin,ryujehong,tobi,xepheR
10380,Blizzard World,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10380,Blizzard World,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Freefeel,Geguri
10380,Junkertown,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10380,Junkertown,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Freefeel,Geguri
10380,Nepal,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10380,Nepal,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Freefeel,Geguri
10380,Oasis,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10380,Oasis,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Freefeel,Geguri
10380,Temple of Anubis,Philadelphia Fusion,Boombox,Poko,carpe,eqo,fragi,neptuNo
10380,Temple of Anubis,Shanghai Dragons,Ado,Altering,Diya,FEARLESS,Geguri,Sky
10443,Blizzard World,Los Angeles Gladiators,BigG00se,Bischu,Fissure,Shaz,Surefour,silkthread
